Index,System Time,Time Stamp,Channel,Direction,Frame ID,Type,Format,DLC,Data,None,,,,,
08107,"=""13:52:32.776""",0xB522801,ch1,Receive,0x0051,Data,Standard,0x08,x| E5 7A 08 28 25 D0 09 28 ,KC Tool:          3rd 8 bytes,,,,,
08108,"=""13:52:32.806""",0xB522816,ch1,Receive,0x0052,Data,Standard,0x08,x| 23 D0 35 E1 05 20 08 80 ,KC Tool:          4th 8 bytes,,,,,
08109,"=""13:52:32.806""",0xB52281C,ch1,Receive,0x0069,Data,Standard,0x08,x| 10 10 10 10 10 10 10 10 ,Kinetek:          HOST_IAP_REQUEST (IAP_RESPONSE)    	received 32 bytes,,,,,
08110,"=""13:52:32.806""",0xB52283E,ch1,Receive,0x0041,Data,Standard,0x05,x| 1D F1 04 00 01 ,BCM:              AUTONOMY_CONTROL_COMMAND,,,,,
08111,"=""13:52:32.806""",0xB522843,ch1,Receive,0x0040,Data,Standard,0x08,x| 00 01 00 00 00 00 00 00 ,BCM:              HEART_BEAT,,,,,
08112,"=""13:52:32.806""",0xB52285E,ch1,Receive,0x004F,Data,Standard,0x08,x| 64 20 10 80 4F F4 61 60 ,KC Tool:          1st 8 bytes,,,,,
08113,"=""13:52:32.806""",0xB522874,ch1,Receive,0x0050,Data,Standard,0x08,x| 18 80 41 F6 9C 00 75 49 ,KC Tool:          2nd 8 bytes,,,,,
08114,"=""13:52:32.806""",0xB522889,ch1,Receive,0x0051,Data,Standard,0x08,x| 28 80 4F F4 61 70 08 80 ,KC Tool:          3rd 8 bytes,,,,,
08115,"=""13:52:32.806""",0xB52289F,ch1,Receive,0x0052,Data,Standard,0x08,x| 73 49 0A 20 08 80 23 E1 ,KC Tool:          4th 8 bytes,,,,,
08116,"=""13:52:32.806""",0xB5228A6,ch1,Receive,0x0069,Data,Standard,0x08,x| 10 10 10 10 10 10 10 10 ,Kinetek:          HOST_IAP_REQUEST (IAP_RESPONSE)    	received 32 bytes,,,,,
08117,"=""13:52:32.806""",0xB5228AA,ch1,Receive,0x0060,Data,Standard,0x05,x| 84 00 01 A4 77 ,KC Tool:          NOT_USED	calculated page checksum,,,,,
08118,"=""13:52:32.806""",0xB5228EE,ch1,Receive,0x0048,Data,Standard,0x08,x| 07 00 01 A4 77 9E 23 00 ,KC Tool:          IAP_REPLY_TO_LCD (IAP_REQUEST)     	check page checksum,,,,,
08119,"=""13:52:32.835""",0xB52298B,ch1,Receive,0x0000,Data,Standard,0x08,x| 00 00 00 00 00 00 00 00 ,Control Panel:    HEART_BEAT,,,,,
08120,"=""13:52:32.835""",0xB5229D9,ch1,Receive,0x0001,Data,Standard,0x05,x| 1D F7 03 00 00 ,Control Panel:    CONTROLLER_CHANGE_REQUEST          	VALVE_ENABLE = OFF,,,,,
08121,"=""13:52:32.835""",0xB522A3A,ch1,Receive,0x0041,Data,Standard,0x05,x| 1D F1 04 00 01 ,BCM:              AUTONOMY_CONTROL_COMMAND,,,,,
08122,"=""13:52:32.835""",0xB522A3F,ch1,Receive,0x0040,Data,Standard,0x08,x| 00 01 00 00 00 00 00 00 ,BCM:              HEART_BEAT,,,,,
08123,"=""13:52:32.865""",0xB522AFD,ch1,Receive,0x0069,Data,Standard,0x08,x| 07 40 40 40 40 40 40 40 ,Kinetek:          HOST_IAP_REQUEST (IAP_RESPONSE)    ,,,,,
08124,"=""13:52:32.865""",0xB522B5F,ch1,Receive,0x004F,Data,Standard,0x08,x| 40 F2 FE 20 08 80 40 F2 ,KC Tool:          1st 8 bytes,,,,,
08125,"=""13:52:32.865""",0xB522B74,ch1,Receive,0x0050,Data,Standard,0x08,x| 5F 40 10 80 40 F2 3F 60 ,KC Tool:          2nd 8 bytes,,,,,
08126,"=""13:52:32.865""",0xB522B7E,ch1,Receive,0x0000,Data,Standard,0x08,x| 00 00 00 00 00 00 00 00 ,Control Panel:    HEART_BEAT,,,,,
08127,"=""13:52:32.865""",0xB522B88,ch1,Receive,0x0051,Data,Standard,0x08,x| 18 80 40 F6 24 20 0D E1 ,KC Tool:          3rd 8 bytes,,,,,
08128,"=""13:52:32.895""",0xB522B9C,ch1,Receive,0x0052,Data,Standard,0x08,x| D8 E0 E3 E0 E9 E0 F4 E0 ,KC Tool:          4th 8 bytes,,,,,
08129,"=""13:52:32.895""",0xB522BA2,ch1,Receive,0x0069,Data,Standard,0x08,x| 10 10 10 10 10 10 10 10 ,Kinetek:          HOST_IAP_REQUEST (IAP_RESPONSE)    	received 32 bytes,,,,,
08130,"=""13:52:32.895""",0xB522BDC,ch1,Receive,0x0060,Data,Standard,0x05,x| 81 00 00 00 00 ,KC Tool:          NOT_USED,,,,,
08131,"=""13:52:32.895""",0xB522BE5,ch1,Receive,0x004F,Data,Standard,0x08,x| FE E0 09 E1 3D 2A 54 40 ,KC Tool:          1st 8 bytes,,,,,
08132,"=""13:52:32.895""",0xB522BFA,ch1,Receive,0x0050,Data,Standard,0x08,x| B8 01 00 20 38 03 00 20 ,KC Tool:          2nd 8 bytes,,,,,
08133,"=""13:52:32.895""",0xB522C10,ch1,Receive,0x0051,Data,Standard,0x08,x| B8 04 00 20 E6 03 00 20 ,KC Tool:          3rd 8 bytes,,,,,
08134,"=""13:52:32.895""",0xB522C25,ch1,Receive,0x0052,Data,Standard,0x08,x| B9 04 00 20 E7 03 00 20 ,KC Tool:          4th 8 bytes,,,,,
08135,"=""13:52:32.895""",0xB522C2B,ch1,Receive,0x0069,Data,Standard,0x08,x| 10 10 10 10 10 10 10 10 ,Kinetek:          HOST_IAP_REQUEST (IAP_RESPONSE)    	received 32 bytes,,,,,
08136,"=""13:52:32.895""",0xB522C38,ch1,Receive,0x0041,Data,Standard,0x05,x| 1D F1 04 00 01 ,BCM:              AUTONOMY_CONTROL_COMMAND,,,,,
08137,"=""13:52:32.895""",0xB522C3D,ch1,Receive,0x0040,Data,Standard,0x08,x| 00 01 00 00 00 00 00 00 ,BCM:              HEART_BEAT,,,,,
08138,"=""13:52:32.895""",0xB522C81,ch1,Receive,0x004F,Data,Standard,0x08,x| AE 03 00 20 98 03 00 20 ,KC Tool:          1st 8 bytes,,,,,
08139,"=""13:52:32.895""",0xB522C96,ch1,Receive,0x0050,Data,Standard,0x08,x| 99 03 00 20 BC 04 00 20 ,KC Tool:          2nd 8 bytes,,,,,
08140,"=""13:52:32.895""",0xB522C9E,ch1,Receive,0x0001,Data,Standard,0x05,x| 1D F2 07 00 00 ,Control Panel:    CONTROLLER_CHANGE_REQUEST          	BRUSH_PRESSURE_LOW,,,,,
08141,"=""13:52:32.895""",0xB522CAB,ch1,Receive,0x0051,Data,Standard,0x08,x| BD 04 00 20 AD 04 00 20 ,KC Tool:          3rd 8 bytes,,,,,
08142,"=""13:52:32.925""",0xB522CC1,ch1,Receive,0x0052,Data,Standard,0x08,x| AE 04 00 20 A4 04 00 20 ,KC Tool:          4th 8 bytes,,,,,
08143,"=""13:52:32.925""",0xB522CC6,ch1,Receive,0x0069,Data,Standard,0x08,x| 10 10 10 10 10 10 10 10 ,Kinetek:          HOST_IAP_REQUEST (IAP_RESPONSE)    	received 32 bytes,,,,,
08144,"=""13:52:32.925""",0xB522D09,ch1,Receive,0x0060,Data,Standard,0x05,x| 81 00 00 00 00 ,KC Tool:          NOT_USED,,,,,
08145,"=""13:52:32.925""",0xB522D0D,ch1,Receive,0x004F,Data,Standard,0x08,x| A6 04 00 20 6A 02 00 20 ,KC Tool:          1st 8 bytes,,,,,
08146,"=""13:52:32.925""",0xB522D1F,ch1,Receive,0x0050,Data,Standard,0x08,x| F5 04 00 20 F4 04 00 20 ,KC Tool:          2nd 8 bytes,,,,,
08147,"=""13:52:32.925""",0xB522D34,ch1,Receive,0x0051,Data,Standard,0x08,x| 0A D7 A3 70 BC 01 00 20 ,KC Tool:          3rd 8 bytes,,,,,
08148,"=""13:52:32.925""",0xB522D49,ch1,Receive,0x0052,Data,Standard,0x08,x| C0 01 00 20 CC 03 00 20 ,KC Tool:          4th 8 bytes,,,,,
08149,"=""13:52:32.925""",0xB522D4F,ch1,Receive,0x0069,Data,Standard,0x08,x| 10 10 10 10 10 10 10 10 ,Kinetek:          HOST_IAP_REQUEST (IAP_RESPONSE)    	received 32 bytes,,,,,
08150,"=""13:52:32.925""",0xB522D71,ch1,Receive,0x0000,Data,Standard,0x08,x| 00 00 00 00 00 00 00 00 ,Control Panel:    HEART_BEAT,,,,,
08151,"=""13:52:32.925""",0xB522DA5,ch1,Receive,0x004F,Data,Standard,0x08,x| 12 01 00 20 14 01 00 20 ,KC Tool:          1st 8 bytes,,,,,
08152,"=""13:52:32.925""",0xB522DB9,ch1,Receive,0x0050,Data,Standard,0x08,x| 2C 03 00 20 B4 01 00 20 ,KC Tool:          2nd 8 bytes,,,,,
08153,"=""13:52:32.925""",0xB522DCE,ch1,Receive,0x0051,Data,Standard,0x08,x| 3A 03 00 20 BA 04 00 20 ,KC Tool:          3rd 8 bytes,,,,,
08154,"=""13:52:32.955""",0xB522DE4,ch1,Receive,0x0052,Data,Standard,0x08,x| BB 04 00 20 96 03 00 20 ,KC Tool:          4th 8 bytes,,,,,
08155,"=""13:52:32.955""",0xB522DEA,ch1,Receive,0x0069,Data,Standard,0x08,x| 10 10 10 10 10 10 10 10 ,Kinetek:          HOST_IAP_REQUEST (IAP_RESPONSE)    	received 32 bytes,,,,,
08156,"=""13:52:32.955""",0xB522E30,ch1,Receive,0x004F,Data,Standard,0x08,x| 97 03 00 20 BE 04 00 20 ,KC Tool:          1st 8 bytes,,,,,
08157,"=""13:52:32.955""",0xB522E35,ch1,Receive,0x0060,Data,Standard,0x05,x| 81 00 00 00 00 ,KC Tool:          NOT_USED,,,,,
08158,"=""13:52:32.955""",0xB522E3A,ch1,Receive,0x0040,Data,Standard,0x08,x| 00 01 00 00 00 00 00 00 ,BCM:              HEART_BEAT,,,,,
08159,"=""13:52:32.955""",0xB522E3E,ch1,Receive,0x0041,Data,Standard,0x05,x| 1D F1 04 00 01 ,BCM:              AUTONOMY_CONTROL_COMMAND,,,,,
08160,"=""13:52:32.955""",0xB522E46,ch1,Receive,0x0050,Data,Standard,0x08,x| AC 04 00 20 BF 04 00 20 ,KC Tool:          2nd 8 bytes,,,,,
08161,"=""13:52:32.955""",0xB522E5C,ch1,Receive,0x0051,Data,Standard,0x08,x| 6F 00 00 20 AA 04 00 20 ,KC Tool:          3rd 8 bytes,,,,,
08162,"=""13:52:32.955""",0xB522E71,ch1,Receive,0x0052,Data,Standard,0x08,x| A8 04 00 20 57 00 00 20 ,KC Tool:          4th 8 bytes,,,,,
08163,"=""13:52:32.955""",0xB522E76,ch1,Receive,0x0069,Data,Standard,0x08,x| 10 10 10 10 10 10 10 10 ,Kinetek:          HOST_IAP_REQUEST (IAP_RESPONSE)    	received 32 bytes,,,,,
08164,"=""13:52:32.955""",0xB522ECE,ch1,Receive,0x004F,Data,Standard,0x08,x| 7A 06 00 20 41 00 00 20 ,KC Tool:          1st 8 bytes,,,,,
08165,"=""13:52:32.955""",0xB522EE4,ch1,Receive,0x0050,Data,Standard,0x08,x| 6C 04 00 20 6D 04 00 20 ,KC Tool:          2nd 8 bytes,,,,,
08166,"=""13:52:32.955""",0xB522EF9,ch1,Receive,0x0051,Data,Standard,0x08,x| 60 03 00 20 6E 04 00 20 ,KC Tool:          3rd 8 bytes,,,,,
08167,"=""13:52:32.985""",0xB522F0E,ch1,Receive,0x0052,Data,Standard,0x08,x| 6F 04 00 20 42 00 00 20 ,KC Tool:          4th 8 bytes,,,,,
08168,"=""13:52:32.985""",0xB522F14,ch1,Receive,0x0069,Data,Standard,0x08,x| 10 10 10 10 10 10 10 10 ,Kinetek:          HOST_IAP_REQUEST (IAP_RESPONSE)    	received 32 bytes,,,,,
08169,"=""13:52:32.985""",0xB522F56,ch1,Receive,0x004F,Data,Standard,0x08,x| 70 04 00 20 71 04 00 20 ,KC Tool:          1st 8 bytes,,,,,
08170,"=""13:52:32.985""",0xB522F61,ch1,Receive,0x0060,Data,Standard,0x05,x| 81 00 00 00 00 ,KC Tool:          NOT_USED,,,,,
08171,"=""13:52:32.985""",0xB522F66,ch1,Receive,0x0000,Data,Standard,0x08,x| 00 00 00 00 00 00 00 00 ,Control Panel:    HEART_BEAT,,,,,
08172,"=""13:52:32.985""",0xB522F6A,ch1,Receive,0x0001,Data,Standard,0x05,x| 1D F1 04 00 01 ,Control Panel:    CONTROLLER_CHANGE_REQUEST          	TRACTION_DIRECTION = ON,,,,,
08173,"=""13:52:32.985""",0xB522F6D,ch1,Receive,0x0001,Data,Standard,0x05,x| 1D F1 00 00 00 ,Control Panel:    CONTROLLER_CHANGE_REQUEST          	TRACTION_SPEED_HIGH,,,,,
08174,"=""13:52:32.985""",0xB522F72,ch1,Receive,0x0050,Data,Standard,0x08,x| 72 04 00 20 73 04 00 20 ,KC Tool:          2nd 8 bytes,,,,,
08175,"=""13:52:32.985""",0xB522F81,ch1,Receive,0x0051,Data,Standard,0x08,x| CF 03 00 20 CB 03 00 20 ,KC Tool:          3rd 8 bytes,,,,,
08176,"=""13:52:32.985""",0xB522F96,ch1,Receive,0x0052,Data,Standard,0x08,x| 74 04 00 20 CE 03 00 20 ,KC Tool:          4th 8 bytes,,,,,
08177,"=""13:52:32.985""",0xB522F9B,ch1,Receive,0x0069,Data,Standard,0x08,x| 10 10 10 10 10 10 10 10 ,Kinetek:          HOST_IAP_REQUEST (IAP_RESPONSE)    	received 32 bytes,,,,,
08178,"=""13:52:32.985""",0xB522FF4,ch1,Receive,0x004F,Data,Standard,0x08,x| 43 00 00 20 D8 03 00 20 ,KC Tool:          1st 8 bytes,,,,,
08179,"=""13:52:32.985""",0xB523008,ch1,Receive,0x0050,Data,Standard,0x08,x| D9 03 00 20 F7 04 00 20 ,KC Tool:          2nd 8 bytes,,,,,
08180,"=""13:52:32.985""",0xB52301D,ch1,Receive,0x0051,Data,Standard,0x08,x| F8 04 00 20 F9 04 00 20 ,KC Tool:          3rd 8 bytes,,,,,
08181,"=""13:52:32.985""",0xB523032,ch1,Receive,0x0052,Data,Standard,0x08,x| FA 04 00 20 64 03 00 20 ,KC Tool:          4th 8 bytes,,,,,
08182,"=""13:52:32.985""",0xB523037,ch1,Receive,0x0040,Data,Standard,0x08,x| 00 01 00 00 00 00 00 00 ,BCM:              HEART_BEAT,,,,,
08183,"=""13:52:33.016""",0xB52303B,ch1,Receive,0x0041,Data,Standard,0x05,x| 1D F1 04 00 01 ,BCM:              AUTONOMY_CONTROL_COMMAND,,,,,
08184,"=""13:52:33.016""",0xB52308D,ch1,Receive,0x0060,Data,Standard,0x05,x| 81 00 00 00 00 ,KC Tool:          NOT_USED,,,,,
08185,"=""13:52:33.016""",0xB523158,ch1,Receive,0x0000,Data,Standard,0x08,x| 00 00 00 00 00 00 00 00 ,Control Panel:    HEART_BEAT,,,,,
08186,"=""13:52:33.046""",0xB5231B8,ch1,Receive,0x0053,Data,Standard,0x08,x| 43 00 00 20 D8 03 00 20 ,KC Tool:          retry 1st 8 bytes	timeout 390,,,,,
08187,"=""13:52:33.046""",0xB5231BC,ch1,Receive,0x0060,Data,Standard,0x05,x| 81 00 00 00 00 ,KC Tool:          NOT_USED,,,,,
08188,"=""13:52:33.046""",0xB5231CE,ch1,Receive,0x0054,Data,Standard,0x08,x| D9 03 00 20 F7 04 00 20 ,KC Tool:          retry 2nd 8 bytes,,,,,
08189,"=""13:52:33.046""",0xB5231E3,ch1,Receive,0x0055,Data,Standard,0x08,x| F8 04 00 20 F9 04 00 20 ,KC Tool:          retry 3rd 8 bytes,,,,,
08190,"=""13:52:33.046""",0xB5231F8,ch1,Receive,0x0056,Data,Standard,0x08,x| FA 04 00 20 64 03 00 20 ,KC Tool:          retry 4th 8 bytes,,,,,
08191,"=""13:52:33.046""",0xB5231FE,ch1,Receive,0x0069,Data,Standard,0x08,x| 10 10 10 10 10 10 10 10 ,Kinetek:          HOST_IAP_REQUEST (IAP_RESPONSE)    	received 32 bytes,,,,,
08192,"=""13:52:33.046""",0xB523230,ch1,Receive,0x0041,Data,Standard,0x05,x| 1D F1 04 00 01 ,BCM:              AUTONOMY_CONTROL_COMMAND,,,,,
08193,"=""13:52:33.046""",0xB523235,ch1,Receive,0x0040,Data,Standard,0x08,x| 00 01 00 00 00 00 00 00 ,BCM:              HEART_BEAT,,,,,
08194,"=""13:52:33.046""",0xB52325B,ch1,Receive,0x004F,Data,Standard,0x08,x| 52 01 00 20 73 00 00 20 ,KC Tool:          1st 8 bytes,,,,,
08195,"=""13:52:33.046""",0xB523270,ch1,Receive,0x0050,Data,Standard,0x08,x| 58 01 00 20 5A 01 00 20 ,KC Tool:          2nd 8 bytes,,,,,
08196,"=""13:52:33.046""",0xB523285,ch1,Receive,0x0051,Data,Standard,0x08,x| 5C 01 00 20 5E 01 00 20 ,KC Tool:          3rd 8 bytes,,,,,
08197,"=""13:52:33.075""",0xB52329A,ch1,Receive,0x0052,Data,Standard,0x08,x| 60 01 00 20 62 01 00 20 ,KC Tool:          4th 8 bytes,,,,,
08198,"=""13:52:33.075""",0xB5232A0,ch1,Receive,0x0069,Data,Standard,0x08,x| 10 10 10 10 10 10 10 10 ,Kinetek:          HOST_IAP_REQUEST (IAP_RESPONSE)    	received 32 bytes,,,,,
08199,"=""13:52:33.075""",0xB5232E2,ch1,Receive,0x004F,Data,Standard,0x08,x| AA 02 00 20 FA 00 00 20 ,KC Tool:          1st 8 bytes,,,,,
08200,"=""13:52:33.075""",0xB5232E5,ch1,Receive,0x0060,Data,Standard,0x05,x| 81 00 00 00 00 ,KC Tool:          NOT_USED,,,,,
08201,"=""13:52:33.075""",0xB5232F6,ch1,Receive,0x0050,Data,Standard,0x08,x| C5 03 00 20 C2 03 00 20 ,KC Tool:          2nd 8 bytes,,,,,
08202,"=""13:52:33.075""",0xB52330B,ch1,Receive,0x0051,Data,Standard,0x08,x| 56 05 00 20 57 05 00 20 ,KC Tool:          3rd 8 bytes,,,,,
08203,"=""13:52:33.075""",0xB523320,ch1,Receive,0x0052,Data,Standard,0x08,x| 58 05 00 20 59 05 00 20 ,KC Tool:          4th 8 bytes,,,,,
08204,"=""13:52:33.075""",0xB523326,ch1,Receive,0x0069,Data,Standard,0x08,x| 10 10 10 10 10 10 10 10 ,Kinetek:          HOST_IAP_REQUEST (IAP_RESPONSE)    	received 32 bytes,,,,,
08205,"=""13:52:33.075""",0xB52334B,ch1,Receive,0x0000,Data,Standard,0x08,x| 00 00 00 00 00 00 00 00 ,Control Panel:    HEART_BEAT,,,,,
08206,"=""13:52:33.075""",0xB52337B,ch1,Receive,0x004F,Data,Standard,0x08,x| 5A 05 00 20 0A 04 00 20 ,KC Tool:          1st 8 bytes,,,,,
08207,"=""13:52:33.075""",0xB52338F,ch1,Receive,0x0050,Data,Standard,0x08,x| 5C 05 00 20 52 05 00 20 ,KC Tool:          2nd 8 bytes,,,,,
08208,"=""13:52:33.075""",0xB5233A4,ch1,Receive,0x0051,Data,Standard,0x08,x| 53 05 00 20 54 05 00 20 ,KC Tool:          3rd 8 bytes,,,,,
08209,"=""13:52:33.075""",0xB5233B9,ch1,Receive,0x0052,Data,Standard,0x08,x| 55 05 00 20 5E 05 00 20 ,KC Tool:          4th 8 bytes,,,,,
08210,"=""13:52:33.105""",0xB5233BF,ch1,Receive,0x0069,Data,Standard,0x08,x| 10 10 10 10 10 10 10 10 ,Kinetek:          HOST_IAP_REQUEST (IAP_RESPONSE)    	received 32 bytes,,,,,
08211,"=""13:52:33.105""",0xB5233FE,ch1,Receive,0x004F,Data,Standard,0x08,x| 28 01 00 20 68 00 00 20 ,KC Tool:          1st 8 bytes,,,,,
08212,"=""13:52:33.105""",0xB523412,ch1,Receive,0x0060,Data,Standard,0x05,x| 81 00 00 00 00 ,KC Tool:          NOT_USED,,,,,
08213,"=""13:52:33.105""",0xB523416,ch1,Receive,0x0050,Data,Standard,0x08,x| 36 00 00 20 C4 03 00 20 ,KC Tool:          2nd 8 bytes,,,,,
08214,"=""13:52:33.105""",0xB523428,ch1,Receive,0x0051,Data,Standard,0x08,x| 45 00 00 20 3D 03 00 20 ,KC Tool:          3rd 8 bytes,,,,,
08215,"=""13:52:33.105""",0xB52342C,ch1,Receive,0x0041,Data,Standard,0x05,x| 1D F1 04 00 01 ,BCM:              AUTONOMY_CONTROL_COMMAND,,,,,
08216,"=""13:52:33.105""",0xB523431,ch1,Receive,0x0040,Data,Standard,0x08,x| 00 01 00 00 00 00 00 00 ,BCM:              HEART_BEAT,,,,,
08217,"=""13:52:33.105""",0xB52343C,ch1,Receive,0x0052,Data,Standard,0x08,x| 3E 03 00 20 40 03 00 20 ,KC Tool:          4th 8 bytes,,,,,
08218,"=""13:52:33.105""",0xB523442,ch1,Receive,0x0069,Data,Standard,0x08,x| 10 10 10 10 10 10 10 10 ,Kinetek:          HOST_IAP_REQUEST (IAP_RESPONSE)    	received 32 bytes,,,,,
08219,"=""13:52:33.105""",0xB523499,ch1,Receive,0x004F,Data,Standard,0x08,x| 42 03 00 20 4A 03 00 20 ,KC Tool:          1st 8 bytes,,,,,
08220,"=""13:52:33.105""",0xB5234AE,ch1,Receive,0x0050,Data,Standard,0x08,x| 48 03 00 20 46 03 00 20 ,KC Tool:          2nd 8 bytes,,,,,
08221,"=""13:52:33.105""",0xB5234C3,ch1,Receive,0x0051,Data,Standard,0x08,x| 56 03 00 20 4E 03 00 20 ,KC Tool:          3rd 8 bytes,,,,,
08222,"=""13:52:33.105""",0xB5234D8,ch1,Receive,0x0052,Data,Standard,0x08,x| 50 03 00 20 52 03 00 20 ,KC Tool:          4th 8 bytes,,,,,
08223,"=""13:52:33.105""",0xB5234DE,ch1,Receive,0x0069,Data,Standard,0x08,x| 10 10 10 10 10 10 10 10 ,Kinetek:          HOST_IAP_REQUEST (IAP_RESPONSE)    	received 32 bytes,,,,,
08224,"=""13:52:33.136""",0xB5234EE,ch1,Receive,0x0001,Data,Standard,0x05,x| 1D F9 01 00 00 ,Control Panel:    CONTROLLER_CHANGE_REQUEST          	VACUUM_ENABLE = OFF,,,,,
08225,"=""13:52:33.136""",0xB52351E,ch1,Receive,0x004F,Data,Standard,0x08,x| 54 03 00 20 A8 00 00 20 ,KC Tool:          1st 8 bytes,,,,,
08226,"=""13:52:33.136""",0xB523533,ch1,Receive,0x0050,Data,Standard,0x08,x| AA 00 00 20 4F F4 14 70 ,KC Tool:          2nd 8 bytes,,,,,
08227,"=""13:52:33.136""",0xB52353F,ch1,Receive,0x0000,Data,Standard,0x08,x| 00 00 00 00 00 00 00 00 ,Control Panel:    HEART_BEAT,,,,,
08228,"=""13:52:33.136""",0xB523543,ch1,Receive,0x0060,Data,Standard,0x05,x| 81 00 00 00 00 ,KC Tool:          NOT_USED,,,,,
08229,"=""13:52:33.136""",0xB523548,ch1,Receive,0x0051,Data,Standard,0x08,x| 08 80 4F F4 75 70 10 80 ,KC Tool:          3rd 8 bytes,,,,,
08230,"=""13:52:33.136""",0xB52355F,ch1,Receive,0x0052,Data,Standard,0x08,x| 40 F2 93 70 18 80 40 F6 ,KC Tool:          4th 8 bytes,,,,,
08231,"=""13:52:33.136""",0xB523564,ch1,Receive,0x0069,Data,Standard,0x08,x| 10 10 10 10 10 10 10 10 ,Kinetek:          HOST_IAP_REQUEST (IAP_RESPONSE)    	received 32 bytes,,,,,
08232,"=""13:52:33.136""",0xB5235BD,ch1,Receive,0x004F,Data,Standard,0x08,x| 85 50 27 E0 A1 F8 00 90 ,KC Tool:          1st 8 bytes,,,,,
08233,"=""13:52:33.136""",0xB5235D2,ch1,Receive,0x0050,Data,Standard,0x08,x| A2 F8 00 80 A3 F8 00 B0 ,KC Tool:          2nd 8 bytes,,,,,
08234,"=""13:52:33.136""",0xB5235E7,ch1,Receive,0x0051,Data,Standard,0x08,x| 28 E0 40 F2 27 20 08 80 ,KC Tool:          3rd 8 bytes,,,,,
08235,"=""13:52:33.136""",0xB5235FD,ch1,Receive,0x0052,Data,Standard,0x08,x| 40 F2 15 40 10 80 40 F2 ,KC Tool:          4th 8 bytes,,,,,
08236,"=""13:52:33.136""",0xB523603,ch1,Receive,0x0069,Data,Standard,0x08,x| 10 10 10 10 10 10 10 10 ,Kinetek:          HOST_IAP_REQUEST (IAP_RESPONSE)    	received 32 bytes,,,,,
08237,"=""13:52:33.166""",0xB52362A,ch1,Receive,0x0041,Data,Standard,0x05,x| 1D F1 04 00 01 ,BCM:              AUTONOMY_CONTROL_COMMAND,,,,,
08238,"=""13:52:33.166""",0xB52362F,ch1,Receive,0x0040,Data,Standard,0x08,x| 00 01 00 00 00 00 00 00 ,BCM:              HEART_BEAT,,,,,
08239,"=""13:52:33.166""",0xB523645,ch1,Receive,0x004F,Data,Standard,0x08,x| F9 60 18 80 40 F6 69 60 ,KC Tool:          1st 8 bytes,,,,,
08240,"=""13:52:33.166""",0xB52365A,ch1,Receive,0x0050,Data,Standard,0x08,x| 14 E0 A1 F8 00 C0 4F F4 ,KC Tool:          2nd 8 bytes,,,,,
08241,"=""13:52:33.166""",0xB52366A,ch1,Receive,0x0060,Data,Standard,0x05,x| 81 00 00 00 00 ,KC Tool:          NOT_USED,,,,,
08242,"=""13:52:33.166""",0xB523670,ch1,Receive,0x0051,Data,Standard,0x08,x| 7A 70 10 80 40 F2 A4 60 ,KC Tool:          3rd 8 bytes,,,,,
08243,"=""13:52:33.166""",0xB52368C,ch1,Receive,0x0052,Data,Standard,0x08,x| 18 80 40 F6 98 00 09 E0 ,KC Tool:          4th 8 bytes,,,,,
08244,"=""13:52:33.166""",0xB523691,ch1,Receive,0x0069,Data,Standard,0x08,x| 10 10 10 10 10 10 10 10 ,Kinetek:          HOST_IAP_REQUEST (IAP_RESPONSE)    	received 32 bytes,,,,,
08245,"=""13:52:33.166""",0xB5236E9,ch1,Receive,0x004F,Data,Standard,0x08,x| A1 F8 00 C0 4F F4 AF 60 ,KC Tool:          1st 8 bytes,,,,,
08246,"=""13:52:33.166""",0xB5236FF,ch1,Receive,0x0050,Data,Standard,0x08,x| 10 80 40 F2 DC 50 18 80 ,KC Tool:          2nd 8 bytes,,,,,
08247,"=""13:52:33.166""",0xB523714,ch1,Receive,0x0051,Data,Standard,0x08,x| 4F F4 16 60 28 80 07 E0 ,KC Tool:          3rd 8 bytes,,,,,
08248,"=""13:52:33.166""",0xB52372A,ch1,Receive,0x0052,Data,Standard,0x08,x| A1 F8 00 C0 A2 F8 00 80 ,KC Tool:          4th 8 bytes,,,,,
08249,"=""13:52:33.166""",0xB52372F,ch1,Receive,0x0069,Data,Standard,0x08,x| 10 10 10 10 10 10 10 10 ,Kinetek:          HOST_IAP_REQUEST (IAP_RESPONSE)    	received 32 bytes,,,,,
08250,"=""13:52:33.166""",0xB523734,ch1,Receive,0x0000,Data,Standard,0x08,x| 00 00 00 00 00 00 00 00 ,Control Panel:    HEART_BEAT,,,,,
08251,"=""13:52:33.195""",0xB523772,ch1,Receive,0x004F,Data,Standard,0x08,x| A3 F8 00 90 A5 F8 00 A0 ,KC Tool:          1st 8 bytes,,,,,
08252,"=""13:52:33.195""",0xB523788,ch1,Receive,0x0050,Data,Standard,0x08,x| 56 48 57 49 00 88 08 80 ,KC Tool:          2nd 8 bytes,,,,,
08253,"=""13:52:33.195""",0xB523796,ch1,Receive,0x0060,Data,Standard,0x05,x| 81 00 00 00 00 ,KC Tool:          NOT_USED,,,,,
08254,"=""13:52:33.195""",0xB52379D,ch1,Receive,0x0051,Data,Standard,0x08,x| 56 49 80 01 08 60 56 48 ,KC Tool:          3rd 8 bytes,,,,,
08255,"=""13:52:33.195""",0xB5237B2,ch1,Receive,0x0052,Data,Standard,0x08,x| 56 49 00 88 08 80 56 49 ,KC Tool:          4th 8 bytes,,,,,
